age,gender,haoxin_yijiantong,mobile_network_registered,mobile_realname_verification,fraud_risk,identity_feature_score,contract_ability_score,default_risk_score,consumer_preference_score,behavior_feature_score,social_influence_score,growth_potential_score,institution_industry,hit_institutions_count,hit_banks_count,hit_consumer_finance_count,hit_microloan_count,institution_query_total,institution_query_3m,institution_query_6m,haoxin_risk_score,haoxin_litigation_score,overall_score
49.0,0,0,0,0,0.0,61.0,71.0,32.0,83.0,86.0,49.0,85.0,0.0,29.0,0.0,4.0,19.0,75.0,7.0,15.0,0.0,0.0,358.0
37.0,0,1,0,1,0.0,90.0,65.0,69.0,93.0,87.0,49.0,85.0,1.0,44.0,1.0,7.0,29.0,92.0,1.0,5.0,0.0,0.0,358.0
43.0,0,0,0,0,0.0,91.0,85.0,63.0,84.0,87.0,49.0,88.0,1.0,40.0,0.0,3.0,26.0,109.0,0.0,2.0,58.0,0.0,398.0
22.0,0,1,0,1,0.0,89.0,72.0,61.0,94.0,87.0,49.0,88.0,4.0,5.0,0.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,539.0
21.0,0,0,0,0,0.0,93.0,87.0,74.0,94.0,86.0,49.0,88.0,3.0,7.0,1.0,0.0,3.0,8.0,0.0,1.0,11.0,0.0,591.0
50.0,0,1,0,1,0.0,96.0,28.0,62.0,47.0,91.0,48.0,85.0,0.0,12.0,0.0,0.0,11.0,19.0,0.0,0.0,135.0,0.0,373.0
27.0,0,0,0,0,0.0,94.0,79.0,66.0,85.0,86.0,49.0,88.0,2.0,36.0,2.0,2.0,25.0,68.0,0.0,0.0,0.0,0.0,478.0
25.0,0,1,0,1,0.0,92.0,77.0,76.0,94.0,86.0,49.0,88.0,1.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,602.0
22.0,0,0,0,0,0.0,83.0,77.0,52.0,80.0,87.0,49.0,85.0,1.0,26.0,2.0,4.0,15.0,62.0,2.0,4.0,0.0,0.0,430.0
48.0,0,1,1,1,0.0,85.0,58.0,40.0,91.0,69.0,49.0,85.0,1.0,19.0,1.0,0.0,12.0,26.0,1.0,3.0,50.0,0.0,358.0
25.0,0,1,0,1,0.0,82.0,92.0,79.0,93.0,87.0,49.0,77.0,1.0,7.0,0.0,1.0,4.0,7.0,1.0,1.0,63.0,0.0,502.0
30.0,0,1,1,1,0.0,91.0,86.0,60.0,94.0,86.0,49.0,88.0,2.0,10.0,0.0,1.0,7.0,11.0,0.0,0.0,0.0,0.0,466.0
27.0,0,0,0,0,0.0,86.0,87.0,76.0,90.0,86.0,49.0,85.0,2.0,7.0,1.0,0.0,4.0,8.0,0.0,0.0,104.0,0.0,487.0
27.0,0,1,1,1,0.0,85.0,49.0,67.0,85.0,87.0,49.0,85.0,5.0,37.0,2.0,3.0,23.0,94.0,0.0,1.0,0.0,0.0,365.0
23.0,0,0,1,0,0.0,92.0,89.0,69.0,94.0,86.0,49.0,88.0,1.0,17.0,0.0,3.0,10.0,33.0,1.0,1.0,0.0,0.0,505.0
39.0,0,1,0,1,0.0,91.0,89.0,67.0,93.0,86.0,49.0,88.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,8.0,532.0
31.0,0,0,0,0,0.0,89.0,89.0,72.0,94.0,87.0,49.0,88.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,577.0
24.0,0,0,0,0,0.0,87.0,77.0,28.0,88.0,89.0,49.0,85.0,4.0,24.0,1.0,3.0,17.0,41.0,3.0,9.0,0.0,0.0,358.0
32.0,1,0,0,0,0.0,96.0,78.0,60.0,89.0,77.0,51.0,85.0,2.0,14.0,0.0,2.0,8.0,21.0,4.0,6.0,0.0,0.0,439.0
31.0,0,1,0,1,0.0,86.0,77.0,49.0,91.0,87.0,57.0,85.0,1.0,35.0,1.0,3.0,22.0,75.0,0.0,0.0,123.0,0.0,530.0
28.0,0,1,1,1,0.0,88.0,89.0,54.0,94.0,87.0,49.0,88.0,0.0,10.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,484.0
27.0,1,1,1,1,0.0,86.0,85.0,58.0,92.0,89.0,49.0,88.0,2.0,7.0,1.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,450.0
23.0,0,0,0,0,0.0,92.0,90.0,83.0,94.0,86.0,49.0,88.0,0.0,4.0,0.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,611.0
51.0,0,0,0,0,0.0,92.0,62.0,71.0,85.0,27.0,61.0,85.0,1.0,9.0,1.0,1.0,4.0,24.0,0.0,2.0,0.0,1.0,384.0
41.0,0,0,0,0,0.0,94.0,89.0,64.0,94.0,87.0,49.0,88.0,4.0,9.0,0.0,1.0,7.0,24.0,6.0,10.0,0.0,0.0,484.0
25.0,0,1,0,1,0.0,93.0,67.0,19.0,86.0,88.0,49.0,85.0,2.0,18.0,1.0,2.0,12.0,31.0,3.0,15.0,0.0,0.0,449.0
26.0,1,1,0,1,0.0,91.0,87.0,64.0,89.0,90.0,65.0,85.0,5.0,29.0,1.0,2.0,19.0,72.0,0.0,1.0,0.0,0.0,514.0
30.0,0,0,0,0,0.0,89.0,29.0,57.0,85.0,73.0,49.0,85.0,1.0,17.0,0.0,1.0,13.0,19.0,0.0,0.0,0.0,0.0,539.0
29.0,1,1,0,1,0.0,79.0,63.0,57.0,68.0,88.0,49.0,85.0,6.0,16.0,1.0,0.0,10.0,26.0,0.0,2.0,20.0,0.0,516.0
23.0,0,1,1,1,0.0,90.0,70.0,54.0,78.0,96.0,49.0,85.0,1.0,8.0,1.0,0.0,7.0,8.0,0.0,0.0,10.0,0.0,440.0
36.0,1,1,0,1,0.0,93.0,87.0,74.0,95.0,87.0,49.0,85.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,487.0
21.0,0,1,0,1,0.0,92.0,86.0,50.0,96.0,86.0,49.0,85.0,2.0,21.0,2.0,2.0,14.0,43.0,2.0,9.0,25.0,0.0,373.0
23.0,0,0,0,0,0.0,88.0,86.0,44.0,87.0,86.0,60.0,85.0,2.0,40.0,4.0,3.0,23.0,114.0,16.0,34.0,0.0,0.0,368.0
37.0,1,0,0,0,0.0,90.0,94.0,29.0,97.0,95.0,49.0,85.0,1.0,34.0,0.0,4.0,24.0,112.0,16.0,33.0,0.0,0.0,358.0
29.0,0,0,0,0,0.0,89.0,84.0,43.0,94.0,98.0,49.0,85.0,2.0,9.0,1.0,1.0,5.0,14.0,6.0,8.0,42.0,0.0,370.0
32.0,0,0,0,0,0.0,92.0,91.0,45.0,86.0,90.0,48.0,85.0,1.0,9.0,0.0,2.0,6.0,18.0,0.0,0.0,0.0,1.0,442.0
26.0,0,1,0,1,0.0,92.0,76.0,93.0,94.0,86.0,50.0,88.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,615.0
40.0,0,0,0,0,0.0,86.0,84.0,45.0,94.0,87.0,49.0,88.0,4.0,26.0,0.0,3.0,19.0,81.0,9.0,14.0,40.0,0.0,361.0
47.0,0,0,1,0,0.0,66.0,33.0,38.0,92.0,86.0,49.0,85.0,2.0,24.0,1.0,2.0,17.0,54.0,0.0,0.0,32.0,0.0,373.0
50.0,0,0,0,0,0.0,87.0,87.0,81.0,95.0,87.0,49.0,85.0,2.0,22.0,1.0,4.0,12.0,50.0,10.0,15.0,0.0,0.0,502.0
33.0,0,0,0,0,0.0,88.0,88.0,36.0,86.0,86.0,57.0,85.0,1.0,33.0,1.0,4.0,22.0,90.0,18.0,35.0,150.0,0.0,385.0
29.0,0,0,1,0,0.0,87.0,46.0,68.0,86.0,87.0,49.0,88.0,1.0,29.0,0.0,1.0,22.0,74.0,0.0,0.0,0.0,3.0,391.0
27.0,1,0,1,0,0.0,81.0,67.0,74.0,93.0,88.0,49.0,85.0,2.0,15.0,1.0,0.0,10.0,23.0,0.0,0.0,0.0,0.0,455.0
33.0,0,0,0,0,0.0,88.0,61.0,47.0,90.0,87.0,49.0,85.0,2.0,38.0,1.0,4.0,25.0,75.0,3.0,7.0,25.0,0.0,416.0
24.0,0,0,0,0,0.0,86.0,89.0,46.0,87.0,87.0,49.0,88.0,1.0,5.0,0.0,1.0,4.0,5.0,0.0,0.0,20.0,0.0,541.0
33.0,0,0,0,0,0.0,91.0,80.0,33.0,88.0,88.0,49.0,88.0,1.0,29.0,1.0,4.0,19.0,85.0,0.0,6.0,0.0,0.0,361.0
24.0,0,1,0,1,0.0,85.0,79.0,68.0,96.0,87.0,49.0,85.0,2.0,24.0,1.0,1.0,14.0,38.0,0.0,0.0,0.0,0.0,483.0
32.0,0,0,0,0,0.0,91.0,84.0,20.0,92.0,86.0,60.0,88.0,5.0,21.0,2.0,3.0,10.0,44.0,1.0,7.0,74.0,0.0,358.0
36.0,0,0,0,0,0.0,93.0,80.0,36.0,92.0,86.0,49.0,85.0,1.0,26.0,1.0,4.0,17.0,50.0,2.0,4.0,42.0,0.0,395.0
28.0,0,0,0,0,0.0,90.0,92.0,57.0,93.0,87.0,57.0,85.0,0.0,19.0,1.0,2.0,12.0,49.0,5.0,9.0,0.0,0.0,403.0
28.0,1,0,0,0,0.0,84.0,86.0,25.0,87.0,94.0,61.0,88.0,2.0,14.0,0.0,2.0,9.0,22.0,7.0,10.0,144.0,0.0,360.0
22.0,1,0,1,0,0.0,79.0,80.0,68.0,87.0,87.0,49.0,88.0,2.0,30.0,1.0,1.0,21.0,57.0,0.0,0.0,0.0,0.0,458.0
28.0,0,0,0,0,0.0,85.0,77.0,63.0,92.0,87.0,49.0,85.0,1.0,12.0,0.0,2.0,8.0,14.0,1.0,1.0,0.0,0.0,398.0
37.0,0,1,1,1,0.0,38.0,73.0,40.0,60.0,92.0,57.0,85.0,2.0,28.0,0.0,4.0,21.0,53.0,1.0,3.0,0.0,0.0,493.0
23.0,0,1,1,1,0.0,86.0,51.0,89.0,80.0,87.0,49.0,88.0,2.0,20.0,1.0,2.0,12.0,33.0,9.0,18.0,0.0,0.0,456.0
48.0,0,0,0,0,0.0,97.0,40.0,44.0,93.0,95.0,49.0,85.0,1.0,10.0,0.0,1.0,9.0,12.0,0.0,2.0,69.0,0.0,447.0
25.0,1,0,0,0,0.0,81.0,78.0,82.0,80.0,83.0,49.0,85.0,0.0,7.0,1.0,1.0,4.0,11.0,1.0,1.0,0.0,0.0,404.0
26.0,0,0,0,0,0.0,92.0,73.0,62.0,94.0,87.0,49.0,88.0,4.0,8.0,0.0,1.0,4.0,16.0,0.0,2.0,0.0,0.0,528.0
29.0,0,1,1,1,0.0,83.0,75.0,54.0,90.0,90.0,49.0,85.0,0.0,26.0,0.0,1.0,19.0,50.0,0.0,0.0,0.0,0.0,436.0
40.0,1,1,0,1,0.0,82.0,90.0,76.0,94.0,86.0,49.0,52.0,3.0,4.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,558.0
36.0,0,1,1,1,0.0,90.0,84.0,45.0,93.0,93.0,57.0,85.0,1.0,21.0,2.0,1.0,16.0,33.0,6.0,9.0,0.0,0.0,358.0
43.0,0,0,0,0,0.0,87.0,95.0,34.0,89.0,88.0,49.0,85.0,1.0,28.0,0.0,4.0,19.0,102.0,7.0,18.0,0.0,0.0,358.0
27.0,0,1,0,1,0.0,73.0,66.0,65.0,96.0,88.0,60.0,85.0,1.0,9.0,0.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,506.0
36.0,0,0,0,0,0.0,95.0,62.0,10.0,88.0,93.0,51.0,85.0,1.0,21.0,3.0,3.0,12.0,32.0,6.0,8.0,0.0,0.0,358.0
29.0,0,0,0,0,0.0,90.0,55.0,53.0,96.0,87.0,49.0,85.0,1.0,21.0,0.0,1.0,14.0,26.0,0.0,1.0,11.0,0.0,371.0
23.0,0,0,0,0,0.0,81.0,72.0,59.0,80.0,76.0,49.0,85.0,1.0,45.0,1.0,4.0,31.0,126.0,0.0,0.0,0.0,0.0,451.0
33.0,0,0,0,0,0.0,87.0,79.0,68.0,88.0,87.0,49.0,85.0,2.0,17.0,1.0,1.0,12.0,31.0,1.0,1.0,0.0,0.0,527.0
31.0,0,1,1,1,0.0,94.0,71.0,73.0,97.0,86.0,49.0,85.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,581.0
21.0,0,0,0,0,0.0,91.0,95.0,84.0,94.0,86.0,49.0,88.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,600.0
28.0,1,1,1,1,0.0,92.0,89.0,72.0,96.0,86.0,49.0,85.0,3.0,6.0,1.0,0.0,3.0,6.0,1.0,1.0,0.0,0.0,504.0
36.0,0,0,0,0,0.0,91.0,76.0,87.0,91.0,86.0,49.0,85.0,5.0,46.0,1.0,5.0,31.0,115.0,9.0,26.0,10.0,0.0,490.0
35.0,0,0,0,0,0.0,95.0,75.0,77.0,94.0,86.0,49.0,88.0,1.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,566.0
34.0,0,0,0,0,0.0,89.0,72.0,80.0,87.0,87.0,49.0,77.0,1.0,25.0,2.0,3.0,14.0,45.0,0.0,0.0,0.0,0.0,460.0
34.0,0,0,0,0,0.0,93.0,94.0,78.0,94.0,86.0,49.0,88.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,603.0
31.0,0,1,1,1,0.0,95.0,91.0,76.0,96.0,89.0,49.0,85.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,613.0
40.0,0,0,0,0,0.0,94.0,86.0,28.0,93.0,86.0,57.0,85.0,1.0,23.0,1.0,3.0,16.0,56.0,15.0,26.0,0.0,0.0,463.0
27.0,0,0,0,0,0.0,95.0,64.0,62.0,94.0,86.0,49.0,85.0,1.0,12.0,2.0,0.0,9.0,18.0,0.0,1.0,45.0,0.0,373.0
28.0,0,0,0,0,0.0,94.0,86.0,51.0,95.0,79.0,49.0,93.0,0.0,11.0,0.0,1.0,7.0,21.0,0.0,0.0,0.0,0.0,463.0
31.0,0,0,0,0,0.0,89.0,81.0,58.0,90.0,87.0,49.0,85.0,4.0,21.0,1.0,3.0,12.0,47.0,1.0,4.0,0.0,0.0,430.0
42.0,0,0,0,0,0.0,90.0,95.0,84.0,88.0,89.0,49.0,88.0,0.0,6.0,1.0,1.0,2.0,8.0,1.0,3.0,0.0,0.0,511.0
36.0,0,0,0,0,0.0,91.0,73.0,63.0,94.0,86.0,49.0,85.0,1.0,41.0,1.0,4.0,26.0,137.0,7.0,20.0,27.0,0.0,448.0
36.0,0,1,1,1,0.0,91.0,86.0,82.0,92.0,86.0,49.0,85.0,5.0,4.0,0.0,1.0,2.0,4.0,0.0,0.0,222.0,0.0,553.0
32.0,0,0,0,0,0.0,85.0,93.0,35.0,91.0,80.0,49.0,85.0,2.0,14.0,0.0,1.0,11.0,24.0,1.0,2.0,10.0,0.0,358.0
29.0,0,0,0,0,0.0,83.0,52.0,58.0,92.0,87.0,49.0,88.0,2.0,23.0,1.0,1.0,17.0,49.0,0.0,0.0,74.0,0.0,455.0
29.0,0,0,0,0,0.0,94.0,84.0,83.0,94.0,86.0,49.0,88.0,4.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,596.0
26.0,0,0,0,0,0.0,91.0,89.0,69.0,94.0,86.0,59.0,88.0,1.0,6.0,0.0,1.0,3.0,6.0,0.0,1.0,0.0,0.0,546.0
49.0,0,0,0,0,0.0,86.0,46.0,20.0,98.0,60.0,57.0,89.0,1.0,7.0,1.0,0.0,6.0,8.0,2.0,3.0,46.0,0.0,413.0
44.0,0,0,0,0,0.0,89.0,91.0,46.0,81.0,86.0,49.0,85.0,1.0,18.0,1.0,5.0,10.0,52.0,11.0,22.0,0.0,0.0,414.0
32.0,0,1,1,1,0.0,87.0,67.0,81.0,96.0,86.0,49.0,85.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,455.0
23.0,0,1,1,1,0.0,93.0,68.0,54.0,96.0,86.0,49.0,85.0,2.0,29.0,0.0,5.0,19.0,74.0,0.0,0.0,0.0,0.0,456.0
28.0,1,1,0,1,0.0,84.0,81.0,74.0,92.0,86.0,49.0,88.0,2.0,25.0,2.0,0.0,17.0,45.0,0.0,0.0,127.0,1.0,522.0
31.0,0,0,0,0,0.0,90.0,62.0,59.0,86.0,70.0,49.0,85.0,4.0,17.0,1.0,3.0,10.0,27.0,4.0,5.0,0.0,0.0,432.0
31.0,1,1,1,1,0.0,86.0,61.0,70.0,89.0,86.0,49.0,85.0,2.0,14.0,1.0,1.0,8.0,20.0,0.0,1.0,0.0,0.0,391.0
40.0,1,1,0,1,0.0,80.0,89.0,67.0,90.0,87.0,49.0,88.0,1.0,5.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,559.0
33.0,0,0,0,0,0.0,82.0,69.0,58.0,87.0,87.0,49.0,85.0,1.0,19.0,1.0,4.0,12.0,43.0,16.0,21.0,0.0,0.0,422.0
42.0,1,0,0,0,0.0,90.0,71.0,63.0,88.0,94.0,49.0,85.0,4.0,9.0,0.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,428.0
24.0,0,0,0,0,0.0,90.0,75.0,52.0,83.0,88.0,49.0,85.0,2.0,26.0,0.0,3.0,18.0,57.0,18.0,29.0,0.0,0.0,419.0
31.0,0,1,1,1,0.0,91.0,83.0,63.0,91.0,86.0,49.0,85.0,5.0,21.0,0.0,4.0,15.0,31.0,0.0,0.0,0.0,0.0,414.0
29.0,0,1,1,1,0.0,87.0,58.0,64.0,88.0,87.0,49.0,88.0,0.0,10.0,0.0,1.0,6.0,14.0,0.0,0.0,0.0,3.0,455.0
26.0,0,0,0,0,0.0,91.0,91.0,75.0,94.0,86.0,49.0,88.0,1.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,600.0
31.0,0,0,0,0,0.0,93.0,96.0,89.0,94.0,92.0,49.0,88.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,635.0
29.0,1,0,0,0,0.0,78.0,96.0,65.0,90.0,87.0,49.0,85.0,3.0,7.0,1.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,503.0
30.0,0,1,0,1,0.0,96.0,47.0,51.0,63.0,87.0,49.0,85.0,4.0,17.0,2.0,2.0,9.0,25.0,8.0,10.0,0.0,0.0,358.0
31.0,0,0,0,0,0.0,92.0,82.0,48.0,89.0,87.0,49.0,85.0,1.0,47.0,1.0,6.0,29.0,178.0,15.0,28.0,35.0,1.0,407.0
24.0,1,0,1,0,0.0,82.0,85.0,63.0,86.0,87.0,49.0,85.0,1.0,36.0,0.0,6.0,25.0,91.0,7.0,11.0,0.0,2.0,363.0
39.0,0,0,1,0,0.0,91.0,36.0,55.0,90.0,95.0,51.0,76.0,1.0,43.0,1.0,4.0,28.0,111.0,0.0,0.0,0.0,0.0,480.0
28.0,0,0,1,1,0.0,87.0,75.0,37.0,92.0,86.0,49.0,85.0,2.0,29.0,1.0,3.0,20.0,55.0,0.0,8.0,0.0,0.0,358.0
35.0,0,0,0,0,0.0,93.0,94.0,78.0,92.0,95.0,57.0,94.0,2.0,3.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,565.0
30.0,0,0,0,0,0.0,98.0,40.0,71.0,95.0,95.0,62.0,85.0,0.0,15.0,1.0,2.0,8.0,20.0,6.0,17.0,0.0,0.0,506.0
23.0,1,0,0,0,0.0,85.0,57.0,62.0,96.0,87.0,49.0,85.0,0.0,8.0,0.0,1.0,5.0,30.0,1.0,1.0,0.0,0.0,500.0
33.0,0,0,1,0,0.0,90.0,58.0,58.0,89.0,86.0,49.0,77.0,0.0,18.0,0.0,3.0,11.0,25.0,0.0,0.0,10.0,0.0,439.0
33.0,0,0,0,0,0.0,87.0,86.0,21.0,90.0,81.0,49.0,85.0,2.0,14.0,0.0,1.0,12.0,18.0,0.0,7.0,74.0,0.0,358.0
28.0,0,0,0,0,0.0,91.0,84.0,50.0,96.0,87.0,49.0,85.0,1.0,14.0,0.0,3.0,8.0,43.0,0.0,2.0,0.0,0.0,424.0
30.0,1,0,0,0,0.0,87.0,52.0,20.0,92.0,90.0,49.0,85.0,3.0,23.0,3.0,2.0,11.0,27.0,2.0,12.0,11.0,0.0,374.0
35.0,0,0,0,0,0.0,93.0,64.0,26.0,96.0,89.0,49.0,86.0,2.0,12.0,2.0,0.0,8.0,19.0,1.0,13.0,0.0,0.0,363.0
32.0,0,0,0,0,0.0,92.0,58.0,34.0,63.0,93.0,49.0,85.0,0.0,9.0,0.0,2.0,5.0,15.0,4.0,6.0,0.0,0.0,358.0
43.0,0,0,0,0,0.0,90.0,92.0,66.0,94.0,86.0,49.0,88.0,5.0,18.0,0.0,0.0,14.0,31.0,0.0,0.0,107.0,3.0,452.0
36.0,0,0,0,0,0.0,84.0,68.0,44.0,90.0,90.0,57.0,85.0,2.0,41.0,5.0,3.0,25.0,119.0,9.0,22.0,0.0,0.0,358.0
42.0,1,0,0,0,0.0,75.0,65.0,24.0,91.0,86.0,49.0,85.0,1.0,31.0,3.0,1.0,19.0,94.0,4.0,12.0,0.0,1.0,376.0
46.0,0,1,0,1,0.0,92.0,82.0,87.0,95.0,95.0,48.0,85.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,553.0
20.0,0,0,0,0,0.0,89.0,85.0,52.0,94.0,87.0,49.0,88.0,2.0,27.0,2.0,3.0,15.0,70.0,5.0,11.0,0.0,0.0,422.0
30.0,1,0,0,0,0.0,84.0,78.0,30.0,87.0,87.0,49.0,85.0,4.0,18.0,0.0,5.0,10.0,37.0,7.0,11.0,12.0,0.0,390.0
27.0,0,0,0,0,0.0,85.0,64.0,23.0,82.0,87.0,49.0,85.0,0.0,20.0,0.0,2.0,13.0,98.0,5.0,16.0,0.0,0.0,379.0
27.0,0,1,0,1,0.0,87.0,52.0,57.0,92.0,87.0,57.0,85.0,1.0,30.0,1.0,3.0,19.0,55.0,0.0,0.0,12.0,1.0,470.0
31.0,0,0,0,0,0.0,94.0,95.0,84.0,94.0,86.0,54.0,88.0,0.0,5.0,0.0,1.0,3.0,8.0,1.0,2.0,0.0,0.0,605.0
32.0,0,0,0,0,0.0,95.0,86.0,37.0,96.0,86.0,49.0,85.0,0.0,21.0,1.0,2.0,15.0,56.0,8.0,19.0,0.0,0.0,495.0
28.0,0,0,0,0,0.0,97.0,52.0,32.0,94.0,66.0,49.0,85.0,0.0,18.0,0.0,3.0,12.0,29.0,9.0,14.0,0.0,0.0,397.0
25.0,0,0,0,0,0.0,82.0,46.0,55.0,91.0,87.0,49.0,85.0,2.0,12.0,1.0,2.0,5.0,16.0,3.0,3.0,0.0,0.0,423.0
26.0,0,0,0,0,0.0,91.0,20.0,71.0,93.0,87.0,49.0,85.0,3.0,10.0,1.0,1.0,6.0,15.0,0.0,0.0,0.0,0.0,486.0
35.0,0,1,0,1,0.0,76.0,68.0,47.0,92.0,88.0,49.0,85.0,2.0,26.0,1.0,3.0,17.0,49.0,8.0,12.0,0.0,0.0,377.0
37.0,1,1,1,1,0.0,93.0,66.0,61.0,89.0,87.0,49.0,85.0,6.0,18.0,0.0,1.0,11.0,42.0,0.0,0.0,0.0,1.0,464.0
30.0,0,0,0,0,0.0,91.0,96.0,30.0,89.0,90.0,61.0,85.0,1.0,14.0,0.0,3.0,9.0,37.0,3.0,7.0,0.0,0.0,404.0
35.0,0,0,0,0,0.0,95.0,83.0,7.0,96.0,91.0,50.0,85.0,1.0,15.0,1.0,2.0,10.0,40.0,8.0,12.0,0.0,0.0,449.0
36.0,0,0,0,0,0.0,90.0,88.0,59.0,89.0,87.0,49.0,77.0,2.0,31.0,2.0,3.0,20.0,91.0,17.0,25.0,0.0,0.0,408.0
35.0,0,0,0,0,0.0,93.0,89.0,36.0,94.0,87.0,49.0,88.0,1.0,4.0,0.0,0.0,4.0,21.0,1.0,5.0,0.0,0.0,568.0
31.0,0,0,0,0,0.0,92.0,85.0,14.0,87.0,86.0,49.0,88.0,1.0,27.0,1.0,3.0,15.0,55.0,6.0,14.0,0.0,0.0,358.0
42.0,0,1,0,1,0.0,87.0,81.0,24.0,81.0,93.0,49.0,85.0,1.0,27.0,1.0,3.0,19.0,53.0,4.0,10.0,0.0,0.0,358.0
22.0,0,0,0,0,0.0,90.0,64.0,63.0,96.0,87.0,49.0,85.0,6.0,16.0,0.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0,462.0
23.0,0,0,1,1,0.0,91.0,82.0,66.0,78.0,87.0,49.0,85.0,1.0,25.0,0.0,4.0,17.0,64.0,0.0,3.0,10.0,0.0,358.0
25.0,0,1,1,1,0.0,89.0,36.0,66.0,88.0,89.0,49.0,85.0,1.0,25.0,1.0,1.0,19.0,77.0,0.0,0.0,0.0,0.0,389.0
25.0,0,0,1,1,0.0,90.0,85.0,43.0,81.0,89.0,49.0,88.0,1.0,34.0,0.0,6.0,21.0,68.0,0.0,4.0,11.0,0.0,418.0
31.0,0,0,0,0,0.0,80.0,86.0,60.0,93.0,89.0,49.0,85.0,0.0,6.0,0.0,1.0,3.0,9.0,4.0,7.0,146.0,0.0,384.0
39.0,1,0,0,0,0.0,93.0,92.0,59.0,92.0,90.0,57.0,85.0,1.0,13.0,0.0,1.0,9.0,20.0,0.0,0.0,0.0,9.0,414.0
36.0,0,0,1,0,0.0,90.0,82.0,38.0,85.0,86.0,49.0,85.0,1.0,29.0,0.0,2.0,22.0,80.0,0.0,0.0,12.0,0.0,435.0
31.0,0,0,0,0,0.0,83.0,83.0,53.0,84.0,87.0,49.0,85.0,2.0,23.0,0.0,2.0,16.0,48.0,1.0,7.0,0.0,0.0,365.0
