age,gender,haoxin_yijiantong,mobile_network_registered,mobile_realname_verification,fraud_risk,identity_feature_score,contract_ability_score,default_risk_score,consumer_preference_score,behavior_feature_score,social_influence_score,growth_potential_score,institution_industry,hit_institutions_count,hit_banks_count,hit_consumer_finance_count,hit_microloan_count,institution_query_total,institution_query_3m,institution_query_6m,haoxin_risk_score,haoxin_litigation_score,overall_score
27.0,0,1,1,1,0.0,98.0,79.0,12.0,93.0,94.0,49.0,85.0,2.0,16.0,0.0,2.0,12.0,22.0,0.0,5.0,10.0,0.0,416.0
29.0,0,0,1,0,0.0,85.0,74.0,55.0,90.0,87.0,49.0,85.0,2.0,55.0,1.0,5.0,40.0,172.0,0.0,19.0,105.0,0.0,369.0
23.0,0,0,0,0,0.0,88.0,51.0,41.0,96.0,86.0,49.0,85.0,2.0,22.0,0.0,2.0,14.0,60.0,6.0,11.0,0.0,0.0,383.0
27.0,0,0,0,0,0.0,95.0,80.0,68.0,96.0,96.0,49.0,85.0,0.0,7.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,550.0
46.0,0,1,0,1,0.0,84.0,47.0,64.0,90.0,91.0,49.0,85.0,1.0,21.0,0.0,1.0,13.0,32.0,0.0,1.0,0.0,8.0,358.0
22.0,0,1,1,1,0.0,89.0,89.0,64.0,94.0,87.0,49.0,88.0,2.0,7.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,558.0
22.0,0,0,1,0,0.0,93.0,79.0,52.0,83.0,86.0,49.0,85.0,1.0,22.0,0.0,0.0,15.0,40.0,0.0,0.0,0.0,0.0,497.0
20.0,1,0,0,0,0.0,90.0,89.0,17.0,94.0,86.0,49.0,88.0,6.0,11.0,0.0,2.0,8.0,16.0,7.0,7.0,0.0,0.0,405.0
25.0,0,0,0,0,0.0,89.0,79.0,43.0,88.0,86.0,49.0,85.0,1.0,31.0,1.0,4.0,19.0,83.0,5.0,18.0,12.0,0.0,358.0
35.0,0,0,0,0,0.0,91.0,89.0,57.0,92.0,86.0,49.0,88.0,1.0,13.0,1.0,0.0,10.0,21.0,0.0,0.0,20.0,0.0,504.0
32.0,0,0,0,0,0.0,82.0,54.0,58.0,87.0,86.0,49.0,88.0,1.0,12.0,0.0,0.0,8.0,29.0,1.0,1.0,0.0,0.0,436.0
23.0,0,0,0,0,0.0,88.0,79.0,61.0,96.0,87.0,49.0,85.0,2.0,29.0,1.0,3.0,21.0,83.0,1.0,11.0,0.0,0.0,388.0
27.0,0,0,0,0,0.0,91.0,87.0,63.0,96.0,87.0,49.0,85.0,0.0,15.0,1.0,1.0,8.0,24.0,5.0,12.0,54.0,0.0,358.0
23.0,0,1,1,1,0.0,94.0,60.0,54.0,96.0,86.0,49.0,85.0,0.0,14.0,0.0,1.0,9.0,18.0,0.0,0.0,0.0,0.0,449.0
31.0,0,1,1,1,0.0,88.0,74.0,64.0,94.0,87.0,49.0,88.0,2.0,21.0,0.0,2.0,16.0,41.0,1.0,1.0,0.0,0.0,513.0
31.0,0,1,0,1,0.0,87.0,86.0,80.0,94.0,87.0,49.0,88.0,1.0,3.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,507.0
24.0,0,0,0,0,0.0,89.0,51.0,65.0,94.0,81.0,49.0,77.0,2.0,23.0,0.0,2.0,17.0,80.0,9.0,18.0,0.0,0.0,364.0
24.0,0,0,0,0,0.0,92.0,53.0,56.0,86.0,87.0,49.0,88.0,1.0,19.0,1.0,1.0,11.0,69.0,3.0,5.0,0.0,0.0,372.0
22.0,0,0,1,0,0.0,89.0,85.0,62.0,83.0,86.0,49.0,88.0,6.0,23.0,2.0,1.0,16.0,41.0,0.0,0.0,0.0,0.0,485.0
21.0,0,0,0,0,0.0,90.0,87.0,41.0,96.0,87.0,49.0,85.0,1.0,17.0,0.0,0.0,14.0,35.0,1.0,8.0,0.0,0.0,419.0
29.0,0,0,0,0,0.0,91.0,70.0,63.0,80.0,86.0,49.0,85.0,4.0,26.0,1.0,3.0,17.0,51.0,0.0,0.0,44.0,0.0,370.0
41.0,1,0,0,0,0.0,79.0,17.0,22.0,89.0,82.0,49.0,85.0,1.0,29.0,3.0,2.0,19.0,86.0,17.0,27.0,0.0,0.0,358.0
23.0,0,0,0,0,0.0,91.0,86.0,71.0,96.0,87.0,49.0,85.0,4.0,4.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,599.0
27.0,0,0,1,0,0.0,91.0,88.0,54.0,94.0,86.0,49.0,88.0,1.0,28.0,0.0,1.0,20.0,57.0,0.0,0.0,0.0,0.0,444.0
22.0,0,0,0,0,0.0,90.0,89.0,90.0,94.0,87.0,49.0,88.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,611.0
32.0,0,0,1,0,0.0,90.0,46.0,5.0,91.0,86.0,49.0,85.0,2.0,31.0,2.0,3.0,21.0,49.0,1.0,1.0,93.0,2.0,358.0
22.0,0,0,1,0,0.0,83.0,55.0,68.0,87.0,87.0,49.0,85.0,1.0,33.0,1.0,5.0,20.0,62.0,0.0,0.0,0.0,0.0,500.0
31.0,1,0,0,0,0.0,96.0,73.0,68.0,92.0,82.0,49.0,85.0,3.0,38.0,3.0,3.0,24.0,83.0,0.0,0.0,209.0,0.0,464.0
35.0,0,1,1,1,0.0,83.0,80.0,40.0,94.0,86.0,49.0,88.0,6.0,18.0,0.0,1.0,12.0,24.0,0.0,0.0,40.0,0.0,418.0
29.0,0,0,0,0,0.0,90.0,89.0,67.0,94.0,87.0,49.0,88.0,1.0,35.0,0.0,5.0,21.0,135.0,34.0,44.0,0.0,0.0,474.0
24.0,1,0,1,0,0.0,77.0,84.0,60.0,94.0,87.0,49.0,88.0,1.0,20.0,0.0,1.0,17.0,33.0,0.0,0.0,0.0,0.0,461.0
29.0,0,0,0,0,0.0,90.0,74.0,28.0,91.0,87.0,57.0,85.0,2.0,23.0,1.0,1.0,15.0,74.0,6.0,16.0,0.0,0.0,358.0
23.0,0,0,0,0,0.0,76.0,21.0,72.0,92.0,87.0,49.0,85.0,1.0,41.0,0.0,5.0,24.0,113.0,5.0,13.0,0.0,0.0,456.0
19.0,0,1,0,1,0.0,89.0,84.0,54.0,94.0,86.0,49.0,88.0,1.0,16.0,0.0,2.0,12.0,22.0,0.0,0.0,0.0,0.0,467.0
20.0,0,0,0,0,0.0,87.0,90.0,61.0,80.0,87.0,49.0,85.0,4.0,10.0,0.0,1.0,7.0,17.0,0.0,1.0,0.0,0.0,442.0
21.0,0,0,0,0,0.0,81.0,86.0,53.0,94.0,87.0,49.0,88.0,1.0,10.0,0.0,1.0,7.0,11.0,0.0,3.0,41.0,0.0,455.0
28.0,0,0,0,0,0.0,83.0,86.0,67.0,93.0,90.0,49.0,85.0,4.0,27.0,1.0,5.0,17.0,57.0,7.0,21.0,0.0,0.0,439.0
28.0,0,0,1,0,0.0,92.0,80.0,54.0,90.0,86.0,49.0,88.0,0.0,24.0,1.0,2.0,16.0,62.0,0.0,1.0,60.0,0.0,381.0
41.0,0,0,0,0,0.0,93.0,96.0,75.0,98.0,98.0,49.0,85.0,1.0,13.0,1.0,2.0,9.0,25.0,0.0,0.0,10.0,3.0,502.0
32.0,0,0,0,0,0.0,90.0,61.0,24.0,88.0,88.0,49.0,85.0,2.0,43.0,0.0,3.0,31.0,143.0,4.0,7.0,0.0,0.0,358.0
36.0,0,0,0,0,0.0,93.0,64.0,37.0,88.0,90.0,50.0,85.0,1.0,24.0,0.0,1.0,18.0,44.0,1.0,9.0,81.0,0.0,358.0
36.0,0,0,0,0,0.0,87.0,77.0,62.0,88.0,87.0,49.0,85.0,7.0,16.0,2.0,1.0,10.0,23.0,0.0,1.0,0.0,0.0,414.0
20.0,0,0,0,0,0.0,93.0,89.0,55.0,94.0,86.0,49.0,88.0,1.0,10.0,0.0,1.0,8.0,21.0,5.0,8.0,0.0,0.0,447.0
25.0,1,0,0,0,0.0,82.0,67.0,74.0,89.0,87.0,49.0,85.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,0.0,506.0
23.0,0,1,0,1,0.0,90.0,84.0,80.0,92.0,86.0,49.0,88.0,4.0,18.0,2.0,1.0,12.0,37.0,12.0,21.0,0.0,0.0,454.0
21.0,1,1,1,1,0.0,90.0,89.0,74.0,94.0,86.0,49.0,88.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,566.0
22.0,0,1,1,1,0.0,89.0,65.0,68.0,95.0,87.0,49.0,85.0,3.0,18.0,1.0,1.0,12.0,28.0,1.0,2.0,0.0,0.0,426.0
27.0,0,0,0,0,0.0,85.0,75.0,62.0,91.0,87.0,49.0,85.0,0.0,28.0,1.0,4.0,19.0,74.0,4.0,11.0,0.0,0.0,398.0
30.0,0,0,0,0,0.0,86.0,85.0,67.0,94.0,87.0,49.0,88.0,1.0,21.0,1.0,3.0,13.0,29.0,5.0,6.0,0.0,0.0,451.0
24.0,0,1,0,1,0.0,84.0,69.0,49.0,84.0,87.0,49.0,85.0,1.0,12.0,0.0,3.0,8.0,27.0,5.0,10.0,0.0,0.0,378.0
25.0,0,1,1,1,0.0,90.0,76.0,48.0,81.0,89.0,49.0,85.0,1.0,5.0,1.0,1.0,3.0,9.0,3.0,5.0,0.0,0.0,468.0
26.0,1,1,1,1,0.0,78.0,85.0,81.0,81.0,87.0,49.0,88.0,5.0,38.0,2.0,2.0,28.0,124.0,2.0,14.0,0.0,0.0,467.0
26.0,0,0,0,0,0.0,85.0,40.0,57.0,83.0,87.0,57.0,77.0,1.0,48.0,1.0,6.0,32.0,150.0,2.0,5.0,0.0,0.0,358.0
20.0,1,0,0,0,0.0,92.0,65.0,53.0,94.0,88.0,49.0,85.0,2.0,20.0,0.0,2.0,13.0,46.0,5.0,7.0,0.0,0.0,475.0
43.0,0,0,0,0,0.0,87.0,90.0,27.0,89.0,86.0,49.0,85.0,1.0,38.0,1.0,4.0,25.0,138.0,7.0,29.0,0.0,0.0,358.0
23.0,0,0,0,0,0.0,85.0,46.0,72.0,91.0,80.0,49.0,85.0,6.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,30.0,0.0,482.0
35.0,0,1,1,1,0.0,92.0,88.0,33.0,96.0,87.0,49.0,85.0,3.0,24.0,2.0,1.0,16.0,34.0,0.0,0.0,32.0,0.0,385.0
28.0,0,0,0,0,0.0,88.0,79.0,82.0,95.0,89.0,49.0,85.0,3.0,6.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,492.0
32.0,0,1,1,1,0.0,89.0,89.0,69.0,94.0,87.0,49.0,88.0,1.0,9.0,0.0,1.0,6.0,11.0,0.0,1.0,0.0,0.0,477.0
27.0,0,1,1,1,0.0,98.0,36.0,77.0,95.0,90.0,56.0,85.0,0.0,21.0,0.0,2.0,13.0,43.0,0.0,0.0,0.0,0.0,358.0
21.0,0,1,1,1,0.0,76.0,76.0,91.0,91.0,87.0,49.0,85.0,3.0,24.0,3.0,2.0,14.0,57.0,7.0,18.0,0.0,0.0,471.0
35.0,0,1,0,1,0.0,86.0,82.0,38.0,91.0,87.0,49.0,88.0,2.0,25.0,0.0,2.0,18.0,39.0,0.0,0.0,40.0,0.0,421.0
21.0,0,0,0,0,0.0,90.0,87.0,54.0,96.0,87.0,49.0,85.0,5.0,8.0,0.0,0.0,6.0,14.0,1.0,2.0,0.0,0.0,478.0
26.0,0,0,0,0,0.0,83.0,73.0,64.0,96.0,87.0,49.0,85.0,2.0,22.0,0.0,4.0,12.0,37.0,0.0,0.0,0.0,0.0,412.0
31.0,0,0,0,0,0.0,91.0,69.0,30.0,91.0,83.0,49.0,97.0,5.0,13.0,0.0,1.0,8.0,41.0,2.0,5.0,22.0,0.0,447.0
24.0,0,0,0,0,0.0,76.0,73.0,57.0,85.0,86.0,49.0,85.0,5.0,8.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,487.0
32.0,0,0,0,0,0.0,89.0,82.0,74.0,90.0,87.0,49.0,88.0,1.0,32.0,1.0,4.0,18.0,63.0,2.0,27.0,0.0,0.0,501.0
20.0,0,0,0,0,0.0,94.0,89.0,86.0,94.0,87.0,49.0,88.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,610.0
26.0,0,1,0,1,0.0,85.0,45.0,44.0,92.0,87.0,49.0,85.0,2.0,22.0,0.0,2.0,16.0,45.0,0.0,2.0,0.0,0.0,462.0
30.0,0,1,0,1,0.0,89.0,93.0,55.0,87.0,86.0,49.0,85.0,5.0,8.0,1.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,448.0
21.0,0,1,1,1,0.0,85.0,80.0,72.0,96.0,87.0,49.0,85.0,0.0,8.0,0.0,1.0,5.0,8.0,1.0,1.0,11.0,0.0,511.0
26.0,0,0,1,0,0.0,90.0,85.0,76.0,92.0,87.0,49.0,88.0,1.0,23.0,0.0,3.0,15.0,38.0,6.0,17.0,63.0,0.0,395.0
23.0,0,0,0,0,0.0,80.0,78.0,59.0,96.0,86.0,49.0,85.0,2.0,35.0,1.0,6.0,20.0,105.0,13.0,18.0,0.0,0.0,435.0
23.0,0,0,0,0,0.0,92.0,68.0,52.0,85.0,87.0,50.0,88.0,1.0,26.0,2.0,2.0,17.0,76.0,4.0,15.0,0.0,0.0,370.0
35.0,0,0,0,0,0.0,90.0,65.0,77.0,91.0,87.0,49.0,85.0,0.0,8.0,1.0,0.0,4.0,19.0,1.0,1.0,0.0,0.0,462.0
21.0,0,1,0,1,0.0,92.0,92.0,51.0,94.0,86.0,49.0,88.0,2.0,10.0,0.0,1.0,7.0,23.0,8.0,13.0,0.0,0.0,479.0
46.0,1,0,0,0,0.0,83.0,89.0,86.0,94.0,87.0,49.0,88.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,578.0
21.0,0,0,0,0,0.0,94.0,91.0,24.0,96.0,86.0,57.0,85.0,2.0,16.0,0.0,2.0,10.0,59.0,5.0,14.0,0.0,0.0,358.0
34.0,0,0,0,0,0.0,91.0,86.0,54.0,87.0,86.0,49.0,88.0,2.0,18.0,0.0,1.0,13.0,31.0,0.0,0.0,0.0,0.0,467.0
25.0,1,0,0,0,0.0,83.0,93.0,37.0,84.0,86.0,49.0,88.0,1.0,21.0,1.0,2.0,13.0,49.0,0.0,3.0,0.0,0.0,417.0
26.0,0,0,0,0,0.0,85.0,59.0,46.0,92.0,87.0,57.0,85.0,1.0,37.0,3.0,2.0,24.0,74.0,1.0,4.0,222.0,0.0,429.0
26.0,0,0,0,0,0.0,92.0,80.0,64.0,92.0,86.0,49.0,88.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,100.0,0.0,490.0
26.0,0,0,0,0,0.0,82.0,68.0,81.0,92.0,87.0,49.0,85.0,1.0,21.0,0.0,3.0,15.0,34.0,0.0,0.0,41.0,0.0,472.0
26.0,1,1,0,1,0.0,76.0,78.0,55.0,92.0,87.0,49.0,85.0,1.0,26.0,1.0,2.0,17.0,57.0,7.0,16.0,148.0,0.0,432.0
29.0,0,0,1,0,0.0,90.0,89.0,70.0,94.0,87.0,49.0,88.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,571.0
31.0,1,0,1,0,0.0,86.0,55.0,65.0,92.0,86.0,49.0,88.0,4.0,22.0,0.0,3.0,16.0,33.0,0.0,1.0,32.0,0.0,417.0
27.0,1,0,1,0,0.0,86.0,79.0,60.0,80.0,87.0,49.0,88.0,0.0,31.0,0.0,1.0,23.0,68.0,0.0,0.0,0.0,0.0,477.0
24.0,0,0,0,0,0.0,91.0,46.0,65.0,86.0,86.0,49.0,88.0,4.0,14.0,1.0,2.0,7.0,40.0,3.0,4.0,0.0,0.0,358.0
26.0,0,0,0,0,0.0,85.0,82.0,55.0,88.0,87.0,49.0,88.0,2.0,18.0,1.0,2.0,13.0,34.0,4.0,6.0,0.0,0.0,425.0
24.0,0,0,1,1,0.0,83.0,75.0,50.0,93.0,87.0,49.0,52.0,0.0,29.0,1.0,4.0,21.0,80.0,2.0,10.0,0.0,0.0,424.0
26.0,0,0,0,0,0.0,85.0,76.0,68.0,91.0,87.0,49.0,85.0,1.0,16.0,1.0,0.0,9.0,25.0,0.0,0.0,0.0,0.0,512.0
36.0,0,0,0,0,0.0,95.0,41.0,63.0,93.0,85.0,49.0,85.0,6.0,18.0,0.0,0.0,14.0,32.0,0.0,0.0,75.0,0.0,358.0
21.0,0,0,0,0,0.0,91.0,86.0,61.0,97.0,87.0,49.0,85.0,1.0,2.0,0.0,0.0,2.0,5.0,1.0,3.0,0.0,0.0,529.0
23.0,0,1,0,1,0.0,89.0,96.0,84.0,94.0,86.0,49.0,88.0,2.0,4.0,1.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,637.0
21.0,0,0,0,0,0.0,92.0,88.0,64.0,94.0,86.0,49.0,88.0,1.0,23.0,0.0,1.0,17.0,49.0,9.0,18.0,0.0,0.0,401.0
22.0,1,0,0,0,0.0,90.0,90.0,83.0,94.0,87.0,48.0,88.0,2.0,3.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,560.0
33.0,0,1,1,1,0.0,91.0,80.0,41.0,92.0,87.0,49.0,88.0,1.0,16.0,0.0,1.0,10.0,18.0,0.0,0.0,40.0,0.0,438.0
34.0,1,0,0,0,0.0,86.0,72.0,62.0,96.0,90.0,49.0,85.0,1.0,6.0,1.0,0.0,4.0,12.0,2.0,4.0,0.0,0.0,565.0
40.0,0,0,0,0,0.0,82.0,72.0,83.0,83.0,87.0,49.0,85.0,1.0,32.0,0.0,2.0,25.0,100.0,5.0,19.0,0.0,0.0,401.0
32.0,1,0,0,0,0.0,79.0,26.0,34.0,92.0,86.0,49.0,85.0,4.0,10.0,0.0,1.0,7.0,15.0,1.0,1.0,40.0,0.0,358.0
35.0,0,0,0,0,0.0,91.0,44.0,60.0,89.0,87.0,49.0,85.0,1.0,33.0,0.0,1.0,23.0,88.0,1.0,1.0,21.0,0.0,393.0
27.0,0,1,0,1,0.0,94.0,76.0,71.0,95.0,86.0,49.0,85.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,40.0,0.0,500.0
36.0,0,0,0,0,0.0,87.0,64.0,26.0,75.0,87.0,49.0,85.0,4.0,29.0,1.0,2.0,20.0,59.0,0.0,0.0,61.0,2.0,358.0
25.0,1,0,0,0,0.0,88.0,89.0,64.0,94.0,87.0,49.0,88.0,1.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,570.0
25.0,0,0,0,0,0.0,87.0,74.0,83.0,86.0,86.0,57.0,85.0,1.0,4.0,2.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,559.0
28.0,0,0,0,0,0.0,81.0,68.0,81.0,92.0,87.0,49.0,85.0,2.0,15.0,2.0,2.0,8.0,33.0,0.0,0.0,0.0,0.0,410.0
52.0,1,1,0,1,0.0,79.0,60.0,87.0,87.0,89.0,49.0,85.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,40.0,3.0,429.0
32.0,0,0,0,0,0.0,87.0,75.0,30.0,90.0,87.0,49.0,85.0,2.0,12.0,0.0,1.0,8.0,12.0,2.0,4.0,148.0,0.0,404.0
22.0,0,1,0,1,0.0,92.0,89.0,40.0,94.0,86.0,49.0,88.0,1.0,15.0,1.0,1.0,11.0,29.0,5.0,8.0,0.0,0.0,422.0
19.0,0,0,0,0,0.0,89.0,89.0,38.0,94.0,87.0,49.0,88.0,3.0,15.0,1.0,2.0,10.0,21.0,5.0,10.0,0.0,0.0,404.0
32.0,0,0,0,0,0.0,85.0,71.0,66.0,85.0,86.0,49.0,85.0,2.0,11.0,1.0,1.0,5.0,15.0,0.0,0.0,0.0,0.0,461.0
24.0,0,0,0,0,0.0,93.0,70.0,65.0,92.0,86.0,49.0,85.0,1.0,21.0,2.0,0.0,13.0,45.0,0.0,1.0,0.0,0.0,489.0
19.0,1,0,0,0,0.0,90.0,89.0,66.0,94.0,87.0,49.0,85.0,6.0,12.0,0.0,1.0,7.0,14.0,0.0,0.0,0.0,0.0,478.0
23.0,0,0,0,0,0.0,88.0,93.0,64.0,91.0,87.0,57.0,88.0,1.0,6.0,0.0,0.0,5.0,8.0,0.0,0.0,30.0,0.0,541.0
22.0,0,0,0,0,0.0,93.0,89.0,41.0,94.0,87.0,49.0,88.0,2.0,10.0,0.0,2.0,7.0,13.0,3.0,5.0,0.0,0.0,491.0
24.0,0,0,0,0,0.0,92.0,89.0,75.0,94.0,86.0,49.0,88.0,4.0,8.0,1.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,552.0
30.0,1,0,0,0,0.0,91.0,71.0,52.0,96.0,87.0,49.0,85.0,1.0,4.0,1.0,0.0,3.0,5.0,1.0,3.0,0.0,0.0,497.0
20.0,0,0,0,0,0.0,90.0,78.0,49.0,91.0,89.0,49.0,85.0,4.0,15.0,0.0,2.0,9.0,31.0,2.0,5.0,0.0,0.0,382.0
23.0,1,1,1,1,0.0,83.0,90.0,63.0,94.0,86.0,49.0,88.0,1.0,31.0,1.0,1.0,22.0,70.0,0.0,2.0,32.0,0.0,452.0
22.0,0,0,0,0,0.0,90.0,49.0,58.0,88.0,87.0,49.0,85.0,3.0,12.0,1.0,2.0,5.0,13.0,1.0,3.0,0.0,0.0,424.0
21.0,0,0,0,0,0.0,92.0,74.0,66.0,82.0,87.0,49.0,85.0,4.0,8.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,467.0
19.0,0,0,0,0,0.0,92.0,90.0,94.0,94.0,88.0,49.0,88.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,640.0
20.0,1,1,0,1,0.0,90.0,89.0,73.0,94.0,86.0,49.0,88.0,1.0,4.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,552.0
30.0,0,1,0,1,0.0,94.0,89.0,29.0,94.0,86.0,49.0,88.0,4.0,9.0,0.0,1.0,7.0,19.0,4.0,14.0,0.0,0.0,405.0
32.0,0,0,0,0,0.0,85.0,82.0,78.0,93.0,87.0,61.0,85.0,4.0,9.0,0.0,2.0,6.0,9.0,4.0,6.0,0.0,0.0,399.0
27.0,1,0,0,0,0.0,96.0,86.0,85.0,96.0,86.0,49.0,85.0,1.0,15.0,1.0,2.0,9.0,16.0,3.0,3.0,0.0,0.0,520.0
24.0,0,1,0,1,0.0,90.0,71.0,38.0,88.0,86.0,49.0,88.0,2.0,21.0,2.0,1.0,15.0,57.0,4.0,11.0,20.0,0.0,358.0
34.0,0,0,0,0,0.0,87.0,67.0,61.0,88.0,86.0,49.0,85.0,2.0,16.0,0.0,2.0,11.0,33.0,0.0,1.0,0.0,0.0,376.0
27.0,0,1,0,1,0.0,86.0,80.0,45.0,81.0,87.0,49.0,88.0,4.0,21.0,0.0,2.0,14.0,60.0,5.0,9.0,0.0,0.0,445.0
28.0,0,0,0,0,0.0,91.0,79.0,69.0,90.0,82.0,49.0,88.0,3.0,21.0,2.0,0.0,16.0,39.0,0.0,2.0,0.0,0.0,451.0
24.0,0,0,0,0,0.0,83.0,77.0,70.0,91.0,87.0,49.0,85.0,0.0,18.0,2.0,4.0,10.0,25.0,4.0,5.0,0.0,0.0,435.0
26.0,0,0,0,0,0.0,91.0,68.0,49.0,90.0,91.0,49.0,85.0,1.0,15.0,1.0,2.0,9.0,32.0,0.0,2.0,0.0,0.0,380.0
23.0,1,1,1,1,0.0,77.0,85.0,58.0,94.0,87.0,49.0,88.0,5.0,9.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,454.0
28.0,0,1,1,1,0.0,94.0,88.0,46.0,56.0,96.0,49.0,85.0,2.0,32.0,1.0,3.0,22.0,100.0,0.0,10.0,0.0,0.0,358.0
21.0,1,0,0,0,0.0,91.0,89.0,58.0,94.0,87.0,49.0,88.0,4.0,5.0,0.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,541.0
30.0,0,0,0,0,0.0,84.0,64.0,52.0,69.0,87.0,49.0,85.0,1.0,8.0,1.0,0.0,6.0,8.0,0.0,0.0,12.0,0.0,517.0
27.0,0,0,0,0,0.0,92.0,87.0,64.0,96.0,87.0,49.0,85.0,1.0,10.0,0.0,1.0,6.0,21.0,3.0,3.0,0.0,0.0,497.0
21.0,0,0,0,0,0.0,96.0,78.0,67.0,84.0,92.0,49.0,85.0,3.0,4.0,2.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,519.0
25.0,1,0,0,0,0.0,72.0,84.0,65.0,94.0,87.0,49.0,88.0,5.0,7.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,458.0
23.0,0,0,0,0,0.0,88.0,83.0,81.0,89.0,86.0,49.0,88.0,1.0,3.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,536.0
23.0,0,0,0,0,0.0,87.0,73.0,76.0,94.0,87.0,49.0,88.0,1.0,13.0,0.0,2.0,8.0,28.0,10.0,14.0,0.0,0.0,431.0
19.0,0,0,0,0,0.0,92.0,89.0,82.0,94.0,86.0,49.0,88.0,4.0,1.0,0.0,1.0,0.0,5.0,1.0,4.0,0.0,0.0,584.0
21.0,0,0,0,0,0.0,91.0,64.0,54.0,92.0,87.0,53.0,85.0,1.0,14.0,1.0,1.0,9.0,30.0,1.0,6.0,0.0,0.0,385.0
22.0,1,0,1,0,0.0,91.0,89.0,55.0,94.0,87.0,49.0,88.0,2.0,12.0,0.0,3.0,7.0,23.0,1.0,1.0,10.0,0.0,509.0
31.0,1,0,1,1,0.0,92.0,89.0,79.0,94.0,86.0,49.0,88.0,1.0,5.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,615.0
